gene_name	gene_id	transcript_id	cds_start	cds_length	tx_length	cds_end
RBP5	ENSG00000139194.8	ENST00000266560.8	115	408	957	522
LGALS1	ENSG00000100097.12	ENST00000215909.10	68	408	528	475
MED10	ENSG00000133398.4	ENST00000255764.4	65	408	1101	472
FABP5	ENSG00000164687.11	ENST00000297258.11	61	408	676	468
NHLH2	ENSG00000177551.5	ENST00000320238.3	517	408	2512	924
INSL5	ENSG00000172410.5	ENST00000304526.3	56	408	736	463
H3-5	ENSG00000188375.5	ENST00000340398.5	133	408	1114	540
PBOV1	ENSG00000254440.3	ENST00000527246.3	97	408	2506	504
PVALEF	ENSG00000225180.8	ENST00000637878.2	749	405	1308	1153
SNCB	ENSG00000074317.11	ENST00000310112.7	252	405	1383	656
ID2	ENSG00000115738.10	ENST00000234091.8	861	405	2041	1265
CPLX2	ENSG00000145920.15	ENST00000359546.8	644	405	5023	1048
PXT1	ENSG00000179165.12	ENST00000454782.3	450	405	2073	854
CYB5A	ENSG00000166347.19	ENST00000340533.9	89	405	3231	493
DAPL1	ENSG00000163331.12	ENST00000621326.4	57	405	671	461
TMEM100	ENSG00000166292.12	ENST00000575734.5	810	405	1962	1214
NUTF2	ENSG00000102898.13	ENST00000570026.2	271	405	886	675
CPLX1	ENSG00000168993.15	ENST00000304062.11	164	405	2112	568
LY6S	ENSG00000291309.1	ENST00000706920.1	116	405	1797	520
CCL21	ENSG00000137077.8	ENST00000259607.7	71	405	864	475
RBP2	ENSG00000114113.6	ENST00000232217.6	58	405	694	462
IL5	ENSG00000113525.10	ENST00000231454.6	45	405	815	449
SPINK2	ENSG00000128040.13	ENST00000506738.6	40	405	722	444
PRR4	ENSG00000111215.12	ENST00000228811.8	39	405	563	443
RBP7	ENSG00000162444.12	ENST00000294435.8	32	405	625	436
NDUFC2-KCTD14	ENSG00000259112.2	ENST00000612612.5	30	405	530	434
PFDN4	ENSG00000101132.10	ENST00000371419.7	15	405	1230	419
NPPB	ENSG00000120937.9	ENST00000376468.4	113	405	708	517
SMR3A	ENSG00000109208.5	ENST00000226460.5	98	405	666	502
TEX43	ENSG00000196900.5	ENST00000357147.4	31	405	478	435
DDTL	ENSG00000099974.8	ENST00000215770.6	28	405	1582	432
H2BC18	ENSG00000203814.7	ENST00000545683.1	51	405	999	455
SYCN	ENSG00000179751.7	ENST00000318438.7	10	405	576	414
TAFA1	ENSG00000183662.12	ENST00000478136.6	460	402	1979	861
FAU	ENSG00000149806.11	ENST00000527548.5	87	402	538	488
PDRG1	ENSG00000088356.6	ENST00000202017.6	86	402	1957	487
OSTN	ENSG00000188729.7	ENST00000682035.1	68	402	3231	469
NDP	ENSG00000124479.11	ENST00000647044.1	395	402	1804	796
LSM1	ENSG00000175324.10	ENST00000311351.9	174	402	906	575
FABP3	ENSG00000121769.8	ENST00000373713.7	63	402	1097	464
EPPIN	ENSG00000101448.14	ENST00000354280.9	45	402	1964	446
APOA2	ENSG00000158874.11	ENST00000464492.5	40	402	530	441
SPAG11B	ENSG00000164871.18	ENST00000398462.7	40	402	551	441
SPAG11A	ENSG00000178287.18	ENST00000642566.2	40	402	551	441
LY6G6D	ENSG00000244355.8	ENST00000375825.8	9	402	525	410
NHLH1	ENSG00000171786.6	ENST00000302101.6	443	402	2557	844
TMEM60	ENSG00000135211.6	ENST00000257663.4	232	402	877	633
C10orf105	ENSG00000214688.6	ENST00000441508.4	158	402	4794	559
POLR1D	ENSG00000186184.20	ENST00000302979.5	93	402	693	494
IFITM3	ENSG00000142089.17	ENST00000399808.5	48	402	611	449
ENSG00000268163	ENSG00000268163.1	ENST00000596831.1	195	399	664	593
BSPH1	ENSG00000188334.3	ENST00000344839.3	90	399	654	488
RPS12	ENSG00000112306.8	ENST00000230050.4	83	399	503	481
RHOXF1P3	ENSG00000282933.4	ENST00000640298.3	1944	399	2701	2342
GOLT1A	ENSG00000174567.8	ENST00000308302.4	83	399	776	481
ASIP	ENSG00000101440.10	ENST00000568305.5	203	399	610	601
LGALS2	ENSG00000100079.7	ENST00000215886.6	183	399	596	581
SH2D1B	ENSG00000198574.6	ENST00000367929.3	121	399	2531	519
FABP4	ENSG00000170323.9	ENST00000256104.5	67	399	911	465
FABP9	ENSG00000205186.4	ENST00000379071.4	57	399	585	455
PMP2	ENSG00000147588.7	ENST00000256103.3	54	399	3524	452
TAFA5	ENSG00000219438.9	ENST00000402357.6	41	399	2524	439
FABP2	ENSG00000145384.4	ENST00000274024.4	37	399	2226	435
AGRP	ENSG00000159723.5	ENST00000290953.3	35	399	498	433
C16orf92	ENSG00000167194.8	ENST00000300575.6	22	399	895	420
SLPI	ENSG00000124107.5	ENST00000338380.2	22	399	596	420
TMEM170B	ENSG00000205269.6	ENST00000379426.2	530	399	8891	928
FAM174C	ENSG00000228300.14	ENST00000469144.5	235	399	668	633
FAM241A	ENSG00000174749.6	ENST00000309733.6	128	399	8844	526
SMIM33	ENSG00000283288.2	ENST00000637503.2	119	399	1296	517
IFITM5	ENSG00000206013.2	ENST00000382614.2	37	399	736	435
UQCC4	ENSG00000174109.5	ENST00000442039.3	25	399	917	423
ENSG00000268434	ENSG00000268434.5	ENST00000596586.5	1	397	397	397
TRAV6	ENSG00000211780.3	ENST00000390428.3	8	397	404	404
PPY	ENSG00000108849.8	ENST00000587070.5	1	397	521	397
C1orf54	ENSG00000118292.9	ENST00000369102.5	771	396	1251	1166
ARPP19	ENSG00000128989.11	ENST00000561971.1	279	396	799	674
ENSG00000273155	ENSG00000273155.1	ENST00000410042.1	208	396	669	603
TAFA2	ENSG00000198673.11	ENST00000551619.5	191	396	2718	586
LYNX1-SLURP2	ENSG00000284505.1	ENST00000615007.4	631	396	1293	1026
LY6E	ENSG00000160932.11	ENST00000520466.5	404	396	1419	799
MMGT1	ENSG00000169446.6	ENST00000679621.1	278	396	1019	673
MIA	ENSG00000261857.7	ENST00000597784.5	53	396	455	448
CENPX	ENSG00000169689.15	ENST00000584347.1	19	396	799	414
TBCA	ENSG00000171530.15	ENST00000518338.6	5	396	551	400
LSMEM1	ENSG00000181016.9	ENST00000312849.4	362	396	1870	757
MED31	ENSG00000108590.11	ENST00000225728.8	78	396	1629	473
TEX49	ENSG00000257987.6	ENST00000548380.6	47	396	577	442
GEMIN7	ENSG00000142252.11	ENST00000270257.9	250	396	1653	645
CHRAC1	ENSG00000104472.10	ENST00000220913.10	179	396	2481	574
MTURN	ENSG00000180354.16	ENST00000324453.13	152	396	5761	547
HCRT	ENSG00000161610.1	ENST00000293330.1	88	396	577	483
ANP32D	ENSG00000139223.4	ENST00000266594.4	107	396	1064	502
H2AC1	ENSG00000164508.6	ENST00000297012.5	36	396	500	431
HMGN3	ENSG00000118418.16	ENST00000620514.2	123	393	958	515
RPS15A	ENSG00000134419.15	ENST00000565420.5	370	393	802	762
IGFL2	ENSG00000204866.9	ENST00000434646.6	292	393	885	684
PAGE5	ENSG00000158639.13	ENST00000289619.9	246	393	741	638
COX20	ENSG00000203667.10	ENST00000366528.3	100	393	568	492
RPL31	ENSG00000071082.11	ENST00000409038.5	24	393	817	416
PCBD2	ENSG00000132570.15	ENST00000512783.5	21	393	5621	413
ENSG00000289282	ENSG00000289282.1	ENST00000687518.1	1	393	393	393
SAA4	ENSG00000148965.10	ENST00000278222.7	91	393	630	483
SMIM24	ENSG00000095932.7	ENST00000215531.6	63	393	1312	455
IFI27L2	ENSG00000119632.4	ENST00000238609.4	41	393	451	433
ENSG00000284969	ENSG00000284969.1	ENST00000534312.5	12	393	572	404
GPHB5	ENSG00000179600.4	ENST00000621500.2	114	393	599	506
MRPS17	ENSG00000239789.6	ENST00000285298.9	72	393	1786	464
DPM2	ENSG00000136908.18	ENST00000373110.4	24	393	738	416
LYRM4	ENSG00000214113.11	ENST00000500576.4	5	393	592	397
ENSG00000268361	ENSG00000268361.1	ENST00000594374.1	1	393	393	393
H2AC6	ENSG00000180573.10	ENST00000602637.1	31	393	1462	423
ERICH4	ENSG00000204978.3	ENST00000378187.3	15	393	948	407
H2AC25	ENSG00000181218.6	ENST00000366695.3	57	393	895	449
H2AC8	ENSG00000277075.3	ENST00000303910.5	55	393	517	447
H2AC19	ENSG00000288859.1	ENST00000607355.3	54	393	534	446
H2AC18	ENSG00000288825.1	ENST00000369159.3	53	393	533	445
H2AC4	ENSG00000278463.2	ENST00000615868.2	51	393	527	443
H2AC7	ENSG00000196866.3	ENST00000341023.2	51	393	510	443
H2AC21	ENSG00000184270.6	ENST00000331128.6	50	393	497	442
H2AC16	ENSG00000276903.2	ENST00000613174.2	39	393	482	431
H2AC13	ENSG00000196747.5	ENST00000358739.5	38	393	495	430
H2AC15	ENSG00000275221.2	ENST00000618958.2	37	393	496	429
H2AC17	ENSG00000278677.2	ENST00000359611.4	37	393	487	429
H2AC11	ENSG00000196787.4	ENST00000359193.4	30	393	493	422
TAC1	ENSG00000006128.12	ENST00000319273.10	120	390	1061	509
PFDN6	ENSG00000204220.12	ENST00000395131.5	407	390	884	796
PFN4	ENSG00000176732.7	ENST00000313213.5	230	390	1393	619
ALKAL1	ENSG00000196711.9	ENST00000358543.9	175	390	1140	564
TAF13	ENSG00000197780.11	ENST00000692048.1	66	390	622	455
KCNE1	ENSG00000180509.13	ENST00000399286.3	561	390	3505	950
PROK2	ENSG00000163421.9	ENST00000295619.4	97	390	1555	486
ISCA1	ENSG00000135070.15	ENST00000375991.9	81	390	1967	470
MAFIP	ENSG00000274847.1	ENST00000400754.4	73	390	1599	462
PDCD5	ENSG00000105185.12	ENST00000419343.7	62	390	1799	451
GPHA2	ENSG00000149735.7	ENST00000279168.7	61	390	752	450
APOC1	ENSG00000130208.10	ENST00000592885.5	52	390	562	441
TFF2	ENSG00000160181.9	ENST00000291526.5	38	390	603	427
COX5B	ENSG00000135940.7	ENST00000258424.3	26	390	690	415
ENSG00000288645	ENSG00000288645.1	ENST00000676296.1	1	390	390	390
LLPH	ENSG00000139233.7	ENST00000446587.2	255	390	1177	644
ACYP1	ENSG00000119640.9	ENST00000555463.1	193	390	789	582
FKBP1A	ENSG00000088832.18	ENST00000677533.1	167	390	2147	556
FSHB	ENSG00000131808.11	ENST00000533718.2	73	390	1856	462
NDUFB4	ENSG00000065518.8	ENST00000184266.3	25	390	651	414
PRR15	ENSG00000176532.4	ENST00000319694.3	689	390	1652	1078
CD24	ENSG00000272398.6	ENST00000622315.1	155	390	825	544
C19orf73	ENSG00000221916.4	ENST00000408991.4	122	390	742	511
H2AJ	ENSG00000246705.5	ENST00000544848.3	67	390	620	456
ENSG00000237378	ENSG00000237378.3	ENST00000611641.1	61	390	1436	450
H2AC20	ENSG00000184260.6	ENST00000331380.4	58	390	494	447
KRTAP5-6	ENSG00000205864.1	ENST00000382160.1	52	390	561	441
ENSG00000267335	ENSG00000267335.2	ENST00000591656.1	398	389	786	786
ENSG00000290317	ENSG00000290317.1	ENST00000426937.5	295	387	826	681
C3orf14	ENSG00000114405.11	ENST00000494481.5	315	387	3525	701
CD59	ENSG00000085063.18	ENST00000651785.1	222	387	7724	608
TMEM244	ENSG00000203756.8	ENST00000438392.3	182	387	568	568
SH2D1A	ENSG00000183918.18	ENST00000698113.1	1689	387	3840	2075
H2AZ2	ENSG00000105968.19	ENST00000308153.9	117	387	3026	503
KRBOX1	ENSG00000240747.9	ENST00000383748.9	117	387	648	503
H2AZ1	ENSG00000164032.12	ENST00000296417.6	106	387	866	492
MGP	ENSG00000111341.10	ENST00000228938.5	67	387	694	453
SLC51B	ENSG00000186198.4	ENST00000334287.3	305	387	924	691
GYPC	ENSG00000136732.16	ENST00000259254.9	107	387	1018	493
NDUFB6	ENSG00000165264.11	ENST00000379847.8	100	387	1361	486
RIPPLY2	ENSG00000203877.9	ENST00000369689.6	58	387	570	444
SEM1	ENSG00000127922.10	ENST00000356686.2	48	387	2667	434
OTOR	ENSG00000125879.5	ENST00000246081.3	45	387	1477	431
TCL1B	ENSG00000213231.13	ENST00000340722.8	43	387	1142	429
RPL22	ENSG00000116251.11	ENST00000234875.9	23	387	2061	409
MRPL51	ENSG00000111639.8	ENST00000229238.5	127	387	898	513
KHDC1L	ENSG00000256980.5	ENST00000370388.4	89	387	679	475
PPBP	ENSG00000163736.4	ENST00000296028.4	88	387	1307	474
LY6D	ENSG00000167656.5	ENST00000301263.5	24	387	749	410
MRPS14	ENSG00000120333.4	ENST00000476371.1	18	387	2115	404
KRTAP2-3	ENSG00000212724.3	ENST00000391418.3	65	387	875	451
KRTAP2-1	ENSG00000212725.4	ENST00000391419.3	50	387	776	436
H2AC14	ENSG00000276368.2	ENST00000333151.5	38	387	476	424
KRTAP2-4	ENSG00000213417.3	ENST00000394015.3	35	387	764	421
STH	ENSG00000256762.1	ENST00000537309.1	31	387	445	417
H2AC12	ENSG00000274997.2	ENST00000377459.3	24	387	457	410
ENSG00000281613	ENSG00000281613.2	ENST00000587816.2	509	386	894	894
C12orf54	ENSG00000177627.11	ENST00000548364.7	137	384	904	520
MPC2	ENSG00000143158.11	ENST00000271373.9	192	384	2223	575
SUB1	ENSG00000113387.12	ENST00000515355.5	190	384	771	573
TXNDC8	ENSG00000204193.11	ENST00000374511.7	89	384	472	472
LIMD2	ENSG00000136490.9	ENST00000578402.5	415	384	1534	798
SNRPF	ENSG00000139343.11	ENST00000552085.1	106	384	815	489
SNCG	ENSG00000173267.14	ENST00000372017.4	100	384	756	483
PAIP2	ENSG00000120727.13	ENST00000394795.6	992	384	2297	1375
FABP1	ENSG00000163586.10	ENST00000295834.8	46	384	501	429
CISD3	ENSG00000277972.2	ENST00000613478.2	19	384	2552	402
MRFAP1	ENSG00000179010.16	ENST00000320912.8	654	384	2049	1037
FAM229A	ENSG00000225828.2	ENST00000432622.2	395	384	941	778
PHLDA3	ENSG00000174307.7	ENST00000367309.1	230	384	896	613
BATF3	ENSG00000123685.9	ENST00000243440.2	79	384	836	462
CCL28	ENSG00000151882.11	ENST00000361115.4	76	384	3126	459
APOC4	ENSG00000267467.4	ENST00000592954.2	42	384	616	425
MRFAP1L1	ENSG00000178988.11	ENST00000320848.7	237	384	1578	620
CSAG2	ENSG00000268902.4	ENST00000638741.2	162	384	855	545
CSAG3	ENSG00000268916.6	ENST00000599845.3	154	384	844	537
GUCA1ANB	ENSG00000287363.4	ENST00000372963.4	95	384	647	478
MT1E	ENSG00000169715.15	ENST00000330439.7	72	384	746	455
H2BC1	ENSG00000146047.7	ENST00000274764.5	133	384	569	516
C2orf76	ENSG00000186132.15	ENST00000409877.5	542	381	950	922
CBY1	ENSG00000100211.12	ENST00000416285.6	457	381	1451	837
POLR1H	ENSG00000066379.15	ENST00000376785.2	162	381	754	542
PATE1	ENSG00000171053.10	ENST00000305738.10	27	381	1541	407
H2BC6	ENSG00000274290.3	ENST00000634910.1	1726	381	2585	2106
SNRPD3	ENSG00000100028.12	ENST00000215829.8	92	381	3466	472
CDK2AP2	ENSG00000167797.8	ENST00000301488.8	81	381	909	461
C11orf97	ENSG00000257057.3	ENST00000542198.3	69	381	672	449
UQCC2	ENSG00000137288.10	ENST00000607484.6	15	381	1284	395
PPP1R11	ENSG00000204619.8	ENST00000376772.8	214	381	1621	594
NPPC	ENSG00000163273.4	ENST00000409852.2	148	381	1055	528
C12orf57	ENSG00000111678.11	ENST00000229281.6	101	381	561	481
HINT1	ENSG00000169567.13	ENST00000304043.10	52	381	852	432
H2BC5	ENSG00000158373.9	ENST00000289316.2	25	381	789	405
H2BC4	ENSG00000180596.9	ENST00000314332.5	7	381	659	387
H2BC11	ENSG00000124635.9	ENST00000607124.1	1	381	950	381
ENSG00000273049	ENSG00000273049.1	ENST00000513209.1	1	381	777	381
H2BC12	ENSG00000197903.8	ENST00000356950.2	58	381	495	438
H2BC12L	ENSG00000234289.6	ENST00000599962.2	58	381	467	438
H2BC3	ENSG00000276410.4	ENST00000615966.2	57	381	487	437
H2BC8	ENSG00000273802.3	ENST00000541790.4	46	381	489	426
H2BC10	ENSG00000278588.2	ENST00000377733.4	46	381	482	426
H2BC7	ENSG00000277224.3	ENST00000356530.6	44	381	473	424
H2BC21	ENSG00000184678.11	ENST00000369155.4	43	381	2224	423
H2BC17	ENSG00000274641.2	ENST00000616182.2	39	381	467	419
H2BC9	ENSG00000275713.3	ENST00000619466.3	38	381	462	418
H2BC26	ENSG00000196890.5	ENST00000620438.2	28	381	5002	408
H2BC13	ENSG00000185130.6	ENST00000377401.4	24	381	451	404
H2BC14	ENSG00000273703.2	ENST00000621112.2	23	381	468	403
POLR2I	ENSG00000105258.9	ENST00000221859.9	20	378	443	397
MAP1LC3B	ENSG00000140941.14	ENST00000650688.1	1075	378	3134	1452
MAP1LC3A	ENSG00000101460.13	ENST00000374837.7	137	378	961	514
RPS25	ENSG00000118181.11	ENST00000527673.2	60	378	483	437
TSACC	ENSG00000163467.12	ENST00000368255.7	361	378	751	738
SF3B6	ENSG00000115128.7	ENST00000233468.5	98	378	651	475
CXCL9	ENSG00000138755.6	ENST00000264888.6	61	378	2761	438
IGFL3	ENSG00000188624.3	ENST00000341415.3	40	378	680	417
TRMT112	ENSG00000173113.7	ENST00000544844.6	34	378	812	411
DYNLRB2	ENSG00000168589.15	ENST00000562982.5	32	378	492	409
TOMM7	ENSG00000196683.12	ENST00000372879.8	13	378	514	390
BATF	ENSG00000156127.8	ENST00000286639.8	215	378	913	592
BEX1	ENSG00000133169.6	ENST00000372728.4	172	378	795	549
MRPS6	ENSG00000243927.6	ENST00000399312.3	124	378	931	501
BRI3	ENSG00000164713.10	ENST00000297290.4	111	378	790	488
NNAT	ENSG00000053438.11	ENST00000649309.2	83	378	1254	460
LYPD2	ENSG00000197353.4	ENST00000359228.4	82	378	592	459
LY6G6C	ENSG00000204421.3	ENST00000375819.3	68	378	893	445
OXT	ENSG00000101405.3	ENST00000217386.2	37	378	513	414
PHPT1	ENSG00000054148.18	ENST00000247665.12	23	378	577	400
MAP1LC3B2	ENSG00000258102.5	ENST00000556529.4	155	378	818	532
VCY1B	ENSG00000129862.7	ENST00000250823.5	64	378	540	441
VCY	ENSG00000129864.7	ENST00000250825.5	34	378	510	411
SDHAF3	ENSG00000196636.8	ENST00000432641.3	27	378	952	404
BRD3OS	ENSG00000235106.10	ENST00000599836.1	524	378	1689	901
LAMTOR3	ENSG00000109270.13	ENST00000499666.7	131	375	4163	505
RPP14	ENSG00000163684.12	ENST00000445193.7	412	375	7985	786
KNCN	ENSG00000162456.10	ENST00000481882.7	433	375	2896	807
TP53AIP1	ENSG00000120471.16	ENST00000531399.6	155	375	750	529
TAX1BP3	ENSG00000213977.8	ENST00000225525.4	53	375	1280	427
IGFL4	ENSG00000204869.9	ENST00000377697.2	41	375	1125	415
WFDC2	ENSG00000101443.18	ENST00000372676.8	30	375	567	404
ATP6V1G3	ENSG00000151418.12	ENST00000489986.1	25	375	449	399
SLIRP	ENSG00000119705.10	ENST00000557431.5	10	375	725	384
ENSG00000277400	ENSG00000277400.1	ENST00000613230.1	1748	375	2179	2122
UCN	ENSG00000163794.6	ENST00000296099.2	300	375	795	674
TP53TG3E	ENSG00000275034.3	ENST00000623491.2	69	375	1469	443
TP53TG3D	ENSG00000205456.12	ENST00000398664.5	69	375	1468	443
TP53TG3B	ENSG00000261509.7	ENST00000341305.7	69	375	1467	443
TP53TG3F	ENSG00000278848.3	ENST00000623042.2	69	375	1467	443
TP53TG3	ENSG00000183632.15	ENST00000398682.5	69	375	1465	443
TP53TG3C	ENSG00000205457.12	ENST00000561509.3	69	375	1462	443
IGHV4-39	ENSG00000211959.2	ENST00000390619.2	51	375	425	425
ENSG00000275869	ENSG00000275869.1	ENST00000621028.1	32	375	1426	406
SPACA4	ENSG00000177202.3	ENST00000321762.3	238	375	973	612
TEX54	ENSG00000283268.2	ENST00000636508.2	92	375	521	466
IGLV5-52	ENSG00000211643.2	ENST00000390289.2	6	374	379	379
TRBV13	ENSG00000276405.1	ENST00000614171.1	1	374	374	374
ENSG00000257921	ENSG00000257921.6	ENST00000546504.1	1	373	373	373
GAL	ENSG00000069482.7	ENST00000265643.4	190	372	749	561
CRB3	ENSG00000130545.16	ENST00000356762.7	163	372	733	534
TEX12	ENSG00000150783.10	ENST00000280358.5	133	372	1144	504
MRPL52	ENSG00000172590.18	ENST00000355151.9	31	372	1118	402
TEN1	ENSG00000257949.7	ENST00000397640.6	279	372	974	650
PAIP2B	ENSG00000124374.9	ENST00000244221.9	188	372	6300	559
C11orf52	ENSG00000149300.10	ENST00000278601.6	61	372	1104	432
RPL35	ENSG00000136942.15	ENST00000348462.6	46	372	452	417
C11orf98	ENSG00000278615.5	ENST00000524958.6	42	372	646	413
CDPF1	ENSG00000205643.11	ENST00000314567.8	39	372	1489	410
TMEM254	ENSG00000133678.14	ENST00000372281.8	36	372	2041	407
TXNDC17	ENSG00000129235.11	ENST00000250101.10	24	372	1917	395
ENSG00000273748	ENSG00000273748.1	ENST00000612919.1	1	372	372	372
ENSG00000267140	ENSG00000267140.1	ENST00000589258.1	67	372	455	438
NHLRC4	ENSG00000257108.2	ENST00000424439.3	649	372	2096	1020
LSM10	ENSG00000181817.6	ENST00000315732.3	167	372	860	538
KCNE2	ENSG00000159197.4	ENST00000290310.4	159	372	1061	530
DPEP2NB	ENSG00000263201.1	ENST00000574912.1	142	372	1185	513
VPREB3	ENSG00000128218.8	ENST00000248948.4	63	372	567	434
RABIF	ENSG00000183155.5	ENST00000367262.4	52	372	3119	423
DEFB118	ENSG00000131068.4	ENST00000253381.3	51	372	1175	422
IGLV9-49	ENSG00000223350.2	ENST00000427632.2	38	372	409	409
KRTAP2-2	ENSG00000214518.4	ENST00000398477.1	20	372	733	391
LYRM1	ENSG00000102897.10	ENST00000396052.3	401	369	1659	769
IFI27	ENSG00000165949.13	ENST00000616764.5	178	369	714	546
SCOC	ENSG00000153130.18	ENST00000394205.7	144	369	1964	512
SAA2	ENSG00000134339.9	ENST00000529528.5	103	369	610	471
SAA1	ENSG00000173432.13	ENST00000532858.5	103	369	583	471
ENSG00000290149	ENSG00000290149.1	ENST00000476620.1	171	369	555	539
SELENOH	ENSG00000211450.11	ENST00000534355.6	106	369	1192	474
TSTD1	ENSG00000215845.11	ENST00000368023.7	62	369	574	430
SAMD13	ENSG00000203943.9	ENST00000370671.7	60	369	724	428
RPL22L1	ENSG00000163584.18	ENST00000295830.13	29	369	1902	397
PFDN1	ENSG00000113068.10	ENST00000261813.9	29	369	1336	397
ENSG00000258311	ENSG00000258311.5	ENST00000550412.5	17	369	3382	385
PSMG3	ENSG00000157778.9	ENST00000252329.3	554	369	1007	922
H2BK1	ENSG00000285480.2	ENST00000644661.2	171	369	573	539
LLCFC1	ENSG00000165131.8	ENST00000409607.5	139	369	788	507
IGLV4-3	ENSG00000211672.2	ENST00000390318.2	33	369	403	401
IGHV4-34	ENSG00000211956.2	ENST00000390616.2	32	369	400	400
IGLV5-45	ENSG00000211650.2	ENST00000390296.2	29	369	397	397
IGLV11-55	ENSG00000211641.3	ENST00000390286.3	13	369	381	381
IGLV5-37	ENSG00000211654.2	ENST00000390300.2	6	369	374	374
C11orf96	ENSG00000187479.9	ENST00000617612.3	269	369	1242	637
DPM3	ENSG00000179085.8	ENST00000368399.1	78	369	517	446
IGLV8-61	ENSG00000211638.2	ENST00000390283.2	47	368	414	414
RPA3	ENSG00000106399.11	ENST00000223129.8	1173	366	2020	1538
TAC3	ENSG00000166863.13	ENST00000415231.1	222	366	588	587
C1orf21	ENSG00000116667.15	ENST00000235307.7	465	366	10293	830
DCD	ENSG00000161634.12	ENST00000456047.2	191	366	670	556
HYPK	ENSG00000242028.8	ENST00000406925.6	4136	366	7122	4501
YPEL5	ENSG00000119801.13	ENST00000379520.7	505	366	2560	870
EIF1	ENSG00000173812.11	ENST00000591776.5	153	366	797	518
SNORC	ENSG00000182600.10	ENST00000409230.5	248	366	663	613
FAM241B	ENSG00000171224.9	ENST00000373279.6	171	366	1073	536
CHTF8	ENSG00000168802.14	ENST00000448552.7	141	366	2921	506
SCT	ENSG00000070031.4	ENST00000176195.4	39	366	526	404
SKA2	ENSG00000182628.13	ENST00000330137.12	24	366	2809	389
TMEM167B	ENSG00000215717.7	ENST00000651489.1	101	366	2808	466
CLPSL1	ENSG00000204140.10	ENST00000373861.6	93	366	598	458
TRGV9	ENSG00000211695.2	ENST00000444775.2	1370	366	1735	1735
PIERCE2	ENSG00000261652.3	ENST00000569691.2	275	366	868	640
KRTAP1-4	ENSG00000204887.5	ENST00000377747.5	118	366	845	483
ENSG00000263620	ENSG00000263620.1	ENST00000498285.1	97	364	460	460
TRAV23DV6	ENSG00000211803.2	ENST00000390451.2	46	364	409	409
TEX48	ENSG00000230601.7	ENST00000436752.3	263	363	834	625
CREBL2	ENSG00000111269.3	ENST00000228865.3	298	363	3770	660
GNRH2	ENSG00000125787.11	ENST00000245983.6	52	363	425	414
ELOF1	ENSG00000130165.11	ENST00000591912.1	330	363	899	692
EIF4EBP2	ENSG00000148730.7	ENST00000373218.5	258	363	7491	620
BEX4	ENSG00000102409.10	ENST00000372695.6	220	363	1312	582
CCL16	ENSG00000275152.5	ENST00000611905.2	78	363	1507	440
IGKV4-1	ENSG00000211598.2	ENST00000390243.2	176	363	538	538
SCGB2A2	ENSG00000110484.7	ENST00000525380.1	60	363	1305	422
IGHV6-1	ENSG00000211933.2	ENST00000390593.2	53	363	415	415
ENSG00000276256	ENSG00000276256.1	ENST00000612465.1	48	363	2195	410
TINCR	ENSG00000223573.7	ENST00000646160.1	30	363	603	392
RPRML	ENSG00000179673.5	ENST00000322329.5	247	363	1098	609
SCYGR2	ENSG00000284643.1	ENST00000641394.1	1	363	363	363
ENSG00000267360	ENSG00000267360.6	ENST00000588873.1	1	362	389	362
IGLV4-60	ENSG00000211639.2	ENST00000390284.2	1	362	362	362
IGLV2-14	ENSG00000211666.2	ENST00000390312.2	42	361	402	402
UTS2B	ENSG00000188958.10	ENST00000340524.10	778	360	2385	1137
BORCS8	ENSG00000254901.8	ENST00000462790.8	36	360	992	395
ATP5PF	ENSG00000154723.13	ENST00000400099.5	47	360	492	406
SNRPD1	ENSG00000167088.11	ENST00000300413.10	117	360	4858	476
CXCL17	ENSG00000189377.9	ENST00000601181.6	115	360	1080	474
CCL24	ENSG00000106178.7	ENST00000416943.1	95	360	585	454
B2M	ENSG00000166710.23	ENST00000648006.3	31	360	943	390
CHURC1	ENSG00000258289.10	ENST00000551093.6	20	360	1023	379
TMEM243	ENSG00000135185.12	ENST00000423734.1	128	360	601	487
NDUFC2	ENSG00000151366.13	ENST00000281031.5	119	360	2168	478
ID3	ENSG00000117318.9	ENST00000374561.6	76	360	950	435
SSNA1	ENSG00000176101.12	ENST00000322310.10	52	360	863	411
MCCD1	ENSG00000204511.3	ENST00000376191.3	54	360	710	413
ENSG00000286190	ENSG00000286190.2	ENST00000568641.2	51	360	1500	410
IGKV2D-28	ENSG00000242534.3	ENST00000453166.2	37	360	396	396
IGKV2D-30	ENSG00000239571.1	ENST00000474213.1	36	360	395	395
IGKV2D-26	ENSG00000211623.2	ENST00000390268.2	31	360	390	390
IGKV2D-24	ENSG00000241566.1	ENST00000462693.1	31	360	390	390
IGKV2-30	ENSG00000243238.1	ENST00000468494.1	31	360	390	390
IGKV2-28	ENSG00000244116.3	ENST00000482769.1	31	360	390	390
IGKV2-24	ENSG00000241294.1	ENST00000484817.1	31	360	390	390
IGKV2D-29	ENSG00000243264.3	ENST00000491977.1	31	360	390	390
ENSG00000170846	ENSG00000170846.17	ENST00000635031.2	139	360	1973	498
IGHV3-49	ENSG00000211965.4	ENST00000390625.3	81	359	439	439
IGLV4-69	ENSG00000211637.2	ENST00000390282.2	61	359	419	419
IGKV3D-7	ENSG00000228325.5	ENST00000443397.5	26	359	384	384
